,date,WTI_volume,WTI_spread,WTI_price,XOM_volume,XOM_spread,XOM_price,CVX_volume,CVX_spread,CVX_price,SHEL_volume,SHEL_spread,SHEL_price,LMT_volume,LMT_spread,LMT_price,MA_volume,MA_spread,MA_price,JPM_volume,JPM_spread,JPM_price,KO_volume,KO_spread,KO_price
0,2022-02-07,2270694,0.14999999999999947,4.35,34949215,2.4399999999999977,82.39,18422548,4.599999999999994,138.55,4494406,0.8200000000000003,55.71,1242964,7.279999999999973,392.34,4767606,9.089999999999975,376.13,12572283,2.7700000000000102,153.07,17846411,0.8599999999999994,61.6
1,2022-02-08,2390519,0.2999999999999998,4.08,34356264,2.5799999999999983,80.26,11021577,3.420000000000016,136.44,4771449,1.480000000000004,54.65,1311373,6.239999999999952,396.04,5825322,9.229999999999961,374.37,20411387,3.6799999999999784,155.95,18771748,0.5899999999999963,62.0
2,2022-02-09,1632683,0.17999999999999972,4.17,40106115,1.3200000000000074,79.0,10140782,2.240000000000009,137.79,3097417,0.990000000000002,54.76,1541931,3.930000000000007,394.54,5492834,7.849999999999966,381.37,9131135,1.6100000000000136,156.6,23595558,1.4200000000000017,61.04
3,2022-02-10,2042728,0.2699999999999996,4.21,28527663,1.8900000000000006,78.24,11012720,3.4000000000000057,136.04,5972711,1.2199999999999989,54.52,2301132,11.730000000000018,385.43,3994988,9.439999999999998,374.39,16455635,3.8100000000000023,155.95,23561530,2.0999999999999943,61.38
4,2022-02-11,4458192,0.33000000000000007,4.56,42002092,2.089999999999989,80.21,12821226,3.1599999999999966,138.81,4016099,1.0,55.21,3276387,13.5,396.19,4345551,13.259999999999991,369.77,16830005,5.219999999999999,153.92,22781387,1.8299999999999983,60.29
5,2022-02-14,3749606,0.1899999999999995,4.46,34652780,2.7900000000000063,78.98,15944961,3.0,136.67,4360596,0.8699999999999974,54.38,2799981,11.729999999999961,386.97,3678394,10.53000000000003,374.16,17026491,3.3600000000000136,152.49,23641310,1.509999999999998,60.68
6,2022-02-15,2938340,0.16999999999999993,4.3,25089507,1.769999999999996,77.99,11751999,2.6599999999999966,134.26,3848897,1.1399999999999935,53.47,2418999,8.980000000000018,382.22,5800709,9.670000000000016,381.54,9500867,2.0900000000000034,154.72,13409343,1.1499999999999986,60.91
7,2022-02-16,5308664,0.3199999999999994,4.49,21733753,1.6899999999999977,78.35,11348840,2.4000000000000057,134.3,4217901,1.0400000000000063,54.04,1776794,6.7099999999999795,386.9,3424788,8.220000000000027,382.93,9076526,2.359999999999985,155.0,15484660,0.8399999999999963,60.9
8,2022-02-17,2970801,0.16000000000000014,4.47,23738816,1.1700000000000017,78.23,10073937,2.130000000000024,133.61,2709933,0.8699999999999974,53.63,1249040,5.920000000000016,388.77,3972495,9.120000000000005,373.7,11367457,3.0600000000000023,151.43,21468724,1.8700000000000045,62.12
9,2022-02-18,2487504,0.20999999999999996,4.24,23394776,1.2800000000000011,77.36,10691818,1.8599999999999852,133.42,2874787,0.6600000000000037,53.24,1459949,5.3700000000000045,386.46,4083825,5.810000000000002,369.95,11733315,3.009999999999991,152.14,21975023,0.8299999999999983,62.54
